idiom,condition,sentence,stickiness_score
"('rock', 'boat')",verbmatch,The chair softly rocked the kids.,4.509635962545872
"('rock', 'boat')",verbmatch,The mom rocked her son to sleep.,3.31128691136837
"('lead', 'field')",verbmatch,The wolf led the kids into the forest.,4.4572507962584496
"('lead', 'field')",verbmatch,The farmer led the sheep.,2.740075170993805
"('lead', 'field')",verbmatch,The oldest family member leads the group.,7.663114711642265
"('lead', 'field')",verbmatch,The servants led the king to his chambers.,2.609603895107284
"('lead', 'field')",verbmatch,The tour guide led the group.,3.524453118443489
"('lead', 'field')",verbmatch,The receptionist led my dad to the waiting room.,5.56538462638855
"('lead', 'field')",verbmatch,The real estate agent led the tour.,6.693083465099335
"('lead', 'field')",verbmatch,The waitress led the group to its table.,0.7181300353258848
"('lead', 'field')",verbmatch,It is my turn to lead the trip.,1.1155216693878174
"('lead', 'field')",verbmatch,The governess led the kids to the playroom.,0.3761296011507511
"('strike', 'chord')",verbmatch,The army struck the town without warning.,-1.0622788667678833
"('strike', 'chord')",verbmatch,The policeman struck the thief with a baton.,-0.5565418843179941
"('strike', 'chord')",verbmatch,A rock struck the boat.,-3.4199302196502686
"('strike', 'chord')",verbmatch,The ball struck the man on his head.,2.6452193409204483
"('strike', 'chord')",verbmatch,A tornado truck the town.,0
"('strike', 'chord')",verbmatch,He struck the thieves with a baseball bat.,-0.6258640289306641
"('strike', 'chord')",verbmatch,The boxer struck a blow.,3.8058232069015503
"('strike', 'chord')",verbmatch,The bullet struck the car with force.,2.0824841782450676
"('strike', 'chord')",verbmatch,The car struck the tree.,3.63598370552063
"('strike', 'chord')",verbmatch,Lightning struck a house in our neighborhood.,6.16291469335556
"('run', 'show')",verbmatch,The billionaire runs a mine in South Africa.,8.494520783424377
"('run', 'show')",verbmatch,The alpha wolf runs the pack.,2.0519233644008636
"('run', 'show')",verbmatch,The little girl's dream is to run a store.,4.9368453323841095
"('run', 'show')",verbmatch,It is not always easy to run a farm in a cold country.,4.902832239866257
"('run', 'show')",verbmatch,We need to find someone to run the firm.,4.267523944377899
"('run', 'show')",verbmatch,I ran my car into a tree.,2.020641177892685
"('run', 'show')",verbmatch,The Godfather runs the mob.,4.2520668506622314
"('run', 'show')",verbmatch,I used to run a club in high school.,3.510444164276123
"('run', 'show')",verbmatch,The nurse ran the tap.,4.4575042724609375
"('run', 'show')",verbmatch,The mother ran a bath for her toddler.,1.6315413489937782
"('spill', 'bean')",nounmatch,The farmer woke up early to plant the beans in the bean-field.,4.377652645111084
"('spill', 'bean')",nounmatch,I'll have the rice and Tom will have the beans.,15.788098454475403
"('spill', 'bean')",nounmatch,"You eat the vegetables, and I'll eat the beans.",22.605999058112502
"('spill', 'bean')",nounmatch,Jack would like to plant the beans in his mom's garden.,1.586656093597412
"('spill', 'bean')",nounmatch,"Despite his father's encouragements, the toddler would not eat the beans.",30.798625953495502
"('spill', 'bean')",nounmatch,You need to rinse the beans before you cook them.,2.863322228193283
"('spill', 'bean')",nounmatch,The chef asked the new cook to stir the beans.,5.297176420688629
"('spill', 'bean')",nounmatch,"In a grocery store, you can usually find the beans near the other canned goods.",5.723380029201508
"('spill', 'bean')",nounmatch,"While we chop the vegetables, my mother will cook the beans.",11.33099314570427
"('spill', 'bean')",nounmatch,The recipe says to mash the beans into a paste.,9.504885610076599
"('call', 'shot')",nounmatch,The prisoner wants a chance to call his son to wish him a happy birthday.,0
"('call', 'shot')",nounmatch,"The photographer focused the lens, then took the shot.",16.5678568482399
"('call', 'shot')",nounmatch,The police heard the shots.,4.810837626457214
"('call', 'shot')",nounmatch,Harold took a shot of the dogs playing together.,5.295364856719971
"('call', 'shot')",nounmatch,"I didn’t get my fourth vaccine yet, but I will get the shot.",18.250634416937828
"('call', 'shot')",nounmatch,The photographer took a shot of the entire family.,1.8263714462518692
"('call', 'shot')",nounmatch,I was walking in the park when I heard the shots.,-0.06013941764831543
"('call', 'shot')",nounmatch,The barman will bring the shots to your table.,2.6913165226578712
"('call', 'shot')",nounmatch,"When pressed by the police investigators, the witness admitted to having heard a shot.",9.949781358242035
"('call', 'shot')",nounmatch,It is very dangerous to shoot a shot into a dark forest.,2.820387601852417
"('clear', 'air')",nounmatch,I love to breathe the air in the mountains.,10.350176215171814
"('clear', 'air')",nounmatch,It is important for divers to breathe the air.,5.511507987976074
"('clear', 'air')",nounmatch,You can tell the humidity is high in Miami just when you feel its air.,1.9786930084228516
"('clear', 'air')",nounmatch,This hotel cools the air in each room.,11.751718997955322
"('clear', 'air')",nounmatch,Trees are good for the environment because they clean the air.,7.965385474497452
"('clear', 'air')",nounmatch,You should open the windows sometimes to change the air in here.,1.7597777843475342
"('clear', 'air')",nounmatch,Having an air filter is a very efficient way to clean the air.,1.7536295652389526
"('clear', 'air')",nounmatch,It is too cold to breathe the air in the winter.,6.207419514656067
"('clear', 'air')",nounmatch,Whales surface every so often to find the air.,2.9873997420072556
"('clear', 'air')",nounmatch,I like to smell the air after the rain.,6.546002268791199
"('have', 'ball')",nounmatch,My dog loves when I throw a ball in the backyard.,6.2781683802604675
"('have', 'ball')",nounmatch,Everyone was impressed to see how far Mary could throw the ball.,7.342365175485611
"('have', 'ball')",nounmatch,I was so upset when the hitter missed the ball.,13.289804100990295
"('have', 'ball')",nounmatch,Lucy kicked the ball into the neighbor's yard.,6.255669593811035
"('have', 'ball')",nounmatch,The player swung and hit the ball.,2.1919164825230837
"('have', 'ball')",nounmatch,"To score a point, you need to kick the ball into the goal.",6.809314303100109
"('have', 'ball')",nounmatch,"Lucy ran, and then caught the ball.",17.421122193336487
"('have', 'ball')",nounmatch,Jonathan picked the ball off the ground.,4.090826220810413
"('have', 'ball')",nounmatch,"To play soccer, you need a ball.",15.814739152789116
"('have', 'ball')",nounmatch,The player threw the ball into the air.,0.9912059307098389
"('get', 'sack')",nounmatch,"Every day, the farmer fills the sacks with grain.",10.06268107984215
"('get', 'sack')",nounmatch,Mike dropped the sacks.,10.389534950256348
"('get', 'sack')",nounmatch,Please be careful not to shake the sacks.,4.971752166748047
"('get', 'sack')",nounmatch,They usually store the sacks in the cold room.,2.660465359687805
"('get', 'sack')",nounmatch,"Once all the potatoes are in, you may close the sack.",14.421957150101662
"('get', 'sack')",nounmatch,My dad likes be to one to pick the sack of rice.,0.9479625225067139
"('get', 'sack')",nounmatch,The farmer needs to weigh the sacks.,2.774490237236023
"('get', 'sack')",nounmatch,I put the sacks in the garage.,1.3462268114089966
"('get', 'sack')",nounmatch,Please help me move the sacks.,4.544731080532074
"('get', 'sack')",nounmatch,The workers took the sacks out of the truck.,1.6738023459911346
"('bite', 'dust')",nounmatch,The hotel cleaner sweeps the dust to keep the rooms impeccably clean.,10.86328125
"('bite', 'dust')",nounmatch,You can tell this house is old because you can really smell the dust.,2.797970198094845
"('bite', 'dust')",nounmatch,Be careful when you sweep the dust.,5.815693378448486
"('bite', 'dust')",nounmatch,Carpenters usually try to keep the dust to a minimum.,2.1886311057023704
"('bite', 'dust')",nounmatch,My allergies are triggered whenever I breathe some dust.,2.057002067565918
"('bite', 'dust')",nounmatch,She beat the dust off her clothes with a rag.,-0.4155921936035156
"('bite', 'dust')",nounmatch,Try not to breathe the dust.,3.441509246826172
"('bite', 'dust')",nounmatch,Please try to keep the dust from flying everywhere.,0.5869688540697098
"('bite', 'dust')",nounmatch,It is possible that the storm may raise some dust.,4.393637180328369
"('bite', 'dust')",nounmatch,Try to keep the dust away from your sewing machine.,1.6716795042157173
"('break', 'mold')",nounmatch,You must make a mold before filling it with concrete.,-2.987070918083191
"('break', 'mold')",nounmatch,The art studio is where we store the molds.,2.1105546951293945
"('break', 'mold')",nounmatch,"I didn’t have anything to bake the cake in, so I bought a mold.",15.564332950860262
"('break', 'mold')",nounmatch,John dropped the mold on the floor.,4.498212814331055
"('break', 'mold')",nounmatch,The scultpture will be easier to reproduce if you make a mold.,12.800404253881425
"('break', 'mold')",nounmatch,I use a mold to shape my homemade soaps.,2.3237679600715637
"('break', 'mold')",nounmatch,Many artists use plaster to make their molds.,-0.3744392395019531
"('break', 'mold')",nounmatch,It is crucial that you carefully pick the mold to bake your cake in.,0.4304138123989105
"('break', 'mold')",nounmatch,"In the Middle Ages, blacksmiths often had to use a mold.",14.152692019939423
"('break', 'mold')",nounmatch,The art students were asked to make a mold of their sculptures.,3.004434108734131
"('lose', 'ground')",nounmatch,The workers cleared ground for the new garden.,5.552041530609131
"('lose', 'ground')",nounmatch,"Before planting a garden, it is common practice to test ground.",8.664597224444151
"('lose', 'ground')",nounmatch,Gardeners often have to rake ground.,-0.2971534729003906
"('lose', 'ground')",nounmatch,My family wants to sell ground from their farm.,-1.2166806482709944
"('lose', 'ground')",nounmatch,"Before planting a garden, it is often necessary to till ground.",9.110931075178087
"('lose', 'ground')",nounmatch,The city cleared ground to make space for the new appartment building.,6.2173943519592285
"('lose', 'ground')",nounmatch,The astronauts were sent to Mars to test ground.,10.09347964823246
"('lose', 'ground')",nounmatch,The couple was hoping to add ground to their property.,1.396562106674537
"('lose', 'ground')",nounmatch,Gardeners can be hired to weed ground.,12.010694056749344
"('lose', 'ground')",nounmatch,The Millers were hoping to rent ground for their wedding.,-1.721541490405798
"('make', 'wave')",nounmatch,I love to catch waves in the sea.,3.303714321460575
"('make', 'wave')",nounmatch,"When my mother lived in Autralia, she used to surf waves.",27.654363621026278
"('make', 'wave')",nounmatch,Hawaii is a great place to surf waves.,3.1385215893387794
"('make', 'wave')",nounmatch,This beach doesn't get waves in the winter.,17.09681747108698
"('make', 'wave')",nounmatch,Surfers need waves to be able to practice.,18.237100541591644
"('make', 'wave')",nounmatch,I see waves on the horizon.,6.433703899383545
"('make', 'wave')",nounmatch,My sister enjoys the beach because she likes waves.,2.1535085546784103
"('make', 'wave')",nounmatch,Fish use waves to move around.,7.07688570022583
"('make', 'wave')",nounmatch,"Every summer, my aunt makes jam.",0
"('make', 'wave')",nounmatch,This pool fakes waves by using an ingenious mechanism.,5.778562068939209
"('cut', 'corner')",nounmatch,I am always scared of running into people when I turn corners in the city.,5.988861344754696
"('cut', 'corner')",nounmatch,My least favorite part of cleaning is when I have to dust corners.,2.657456874847412
"('cut', 'corner')",nounmatch,The instructions for the origami say to fold corners.,7.848768591880798
"('cut', 'corner')",nounmatch,The instructions say to glue these pieces together to form corners.,4.098743379116058
"('cut', 'corner')",nounmatch,"When straight lines meet, they form corners.",21.65687420219183
"('cut', 'corner')",nounmatch,"I use a bookmark, because I don't like to fold corners in my books.",15.578918230021372
"('cut', 'corner')",nounmatch,"Before his driving test, Mike still needs to practice how to turn corners.",12.664645511657
"('cut', 'corner')",nounmatch,"When looking for bugs, you might want to search corners in your appartment.",10.41812398377806
"('cut', 'corner')",nounmatch,Using sand is an effective way to fill corners.,3.426517519634217
"('cut', 'corner')",nounmatch,Noth American cities built corners instead of roundabouts.,5.790329456329346
"('raise', 'hell')",nounmatch,Orpheus turned around and saw hell.,14.19884204864502
"('raise', 'hell')",nounmatch,Christians believe God built hell.,4.27178281545639
"('raise', 'hell')",nounmatch,My religion doesn't have hell.,7.808430600911379
"('raise', 'hell')",nounmatch,They do not know hell in this region of the world.,0.5676718549802899
"('raise', 'hell')",nounmatch,Many Christians fear hell.,8.535080909729004
"('raise', 'hell')",nounmatch,Some people believe we need hell to enjoy paradise.,3.104478359222412
"('raise', 'hell')",nounmatch,It was impossible for Euridyce to leave hell.,6.7311932146549225
"('raise', 'hell')",nounmatch,They named hell after an Old Norse word.,7.625082969665527
"('raise', 'hell')",nounmatch,Catholics are taught to fear hell.,4.788894877303392
"('raise', 'hell')",nounmatch,You would have to be completely evil to bring hell to earth.,1.1328063025139272
"('pull', 'string')",nounmatch,The seamstress tied strings into a nice bow.,8.819163408130407
"('pull', 'string')",nounmatch,Sheeps' wool is often used to make strings.,15.089930478483438
"('pull', 'string')",nounmatch,Guitar makers often need to cut strings.,11.45591402053833
"('pull', 'string')",nounmatch,My sister turned strings into a beautiful necklace.,0.34169769287109375
"('pull', 'string')",nounmatch,The best way to play the E chord is to pluck strings.,3.0027756853960454
"('pull', 'string')",nounmatch,The hammers in a piano hit strings to play notes.,7.57483696937561
"('pull', 'string')",nounmatch,Many instruments have strings.,7.352917671203613
"('pull', 'string')",nounmatch,This artisan braids string to make bracelets.,13.563151836395264
"('pull', 'string')",nounmatch,A good way to practice violin without bothering neighbors is to mute strings.,1.9959265663055703
"('pull', 'string')",nounmatch,"Unfortunately, my brother broke strings on my violin.",12.727561444044113
"('mean', 'business')",nounmatch,The company is afraid it will lose business by being too political.,0.9531297087669373
"('mean', 'business')",nounmatch,"If we don't receive additional funding, we might have to close business.",14.426189720630646
"('mean', 'business')",nounmatch,Our new company policies are making us lose business.,2.899811714887619
"('mean', 'business')",nounmatch,The CEO always puts business before family.,5.999999046325684
"('mean', 'business')",nounmatch,My dad and Sarah's used to do business.,15.509375672787428
"('mean', 'business')",nounmatch,"To succeed, you have to put business at the top of your priorities list.",10.495526548009366
"('mean', 'business')",nounmatch,I've always found business to be boring.,14.702260248363018
"('mean', 'business')",nounmatch,This company has business in Asia.,9.48015546798706
"('mean', 'business')",nounmatch,"When presented with a choice, my brother will always choose business.",9.735592275857925
"('mean', 'business')",nounmatch,You should not put business over your own health.,1.224369764328003
"('turn', 'tail')",nounmatch,"For this game, we have to pin tails on a donkey.",9.190161821199581
"('turn', 'tail')",nounmatch,I wonder if some tail-less animals would want tails.,15.678526445990428
"('turn', 'tail')",nounmatch,Many mammals have tails.,6.4723023772239685
"('turn', 'tail')",nounmatch,The cars hit tails at the intersection.,6.192224621772766
"('turn', 'tail')",nounmatch,"When caring for horses, it is important to brush tails.",10.4861554390518
"('turn', 'tail')",nounmatch,Many animals use tails to move around.,5.106130063533783
"('turn', 'tail')",nounmatch,Humans used to have tails.,10.169903874397278
"('turn', 'tail')",nounmatch,Dogs wag tails to show their excitement.,21.51252983766608
"('turn', 'tail')",nounmatch,The zoo employee trims tails.,10.19450855255127
"('turn', 'tail')",nounmatch,The dogs wagged tails in unison.,21.22442192642484
"('rock', 'boat')",nounmatch,Big waves flipped the boat in the open sea.,1.90061354637146
"('rock', 'boat')",nounmatch,The captain wants to paint his boat.,1.3514187335968018
"('rock', 'boat')",nounmatch,"As captain of the ship, it is my role to steer the boat.",11.149702429771423
"('rock', 'boat')",nounmatch,I have to wash my boat to remove algae.,5.254684925079346
"('rock', 'boat')",nounmatch,"If we don't fix that hole, water will soon fill the boat.",15.436511635780334
"('rock', 'boat')",nounmatch,I see a boat on the horizon.,0.8528531193733215
"('rock', 'boat')",nounmatch,The president was asked to name the boat.,-0.016108155250549316
"('rock', 'boat')",nounmatch,We should probably take the boat to the repair shop.,4.072813704609871
"('rock', 'boat')",nounmatch,"Sailors have to look out for icebergs, since they could sink their boat.",36.91503338329494
"('rock', 'boat')",nounmatch,"In the winter, we take the boat out of the water.",6.580419808626175
"('lead', 'field')",nounmatch,The festival attendees were asked to clear the field after the show.,6.640721466625109
"('lead', 'field')",nounmatch,The heavy rainfalls might flood the field.,5.828968942165375
"('lead', 'field')",nounmatch,The farmers decided to weed the field.,11.611388683319092
"('lead', 'field')",nounmatch,The surveillance guards close the field at night.,1.1540880352258682
"('lead', 'field')",nounmatch,"After visiting many wedding venues, Sam and Alex finally chose the field.",4.805412367917597
"('lead', 'field')",nounmatch,Repeated droughts turned this field into a real desert.,6.2732625007629395
"('lead', 'field')",nounmatch,"The community opposed the construction project, because they like the field.",10.46741795539856
"('lead', 'field')",nounmatch,The tourists saw the field from the plane.,2.9885139167308807
"('lead', 'field')",nounmatch,"When I have a house, I hope to have a field.",4.541796621866524
"('lead', 'field')",nounmatch,The farmers scorched the field after the harvest.,18.704700085436343
"('strike', 'chord')",nounmatch,The pianist played a chord to open the concert.,3.074500560760498
"('strike', 'chord')",nounmatch,The choir sang a chord.,-3.0986844897270203
"('strike', 'chord')",nounmatch,He recognized the song as soon as he heard a chord.,1.3430676460266113
"('strike', 'chord')",nounmatch,She strummed a chord on her guitar.,10.188189974520355
"('strike', 'chord')",nounmatch,Three notes make a chord.,3.4769439697265625
"('strike', 'chord')",nounmatch,The musician played the chord for the audience.,-1.6317137479782104
"('strike', 'chord')",nounmatch,The guitarist broke a chord.,0.40683692693710327
"('strike', 'chord')",nounmatch,The guitar professor taught a chord to his students.,1.5210776031017303
"('strike', 'chord')",nounmatch,The harpist played a chord.,0.8709425926208496
"('strike', 'chord')",nounmatch,The public heard a chord in the distance.,1.7210880517959595
"('run', 'show')",nounmatch,I used to watch that show with my mom.,5.50275856629014
"('run', 'show')",nounmatch,I wish I had the time to watch my show.,0.5718460083007812
"('run', 'show')",nounmatch,Don't wait for me to start the show.,6.703047725372016
"('run', 'show')",nounmatch,"Last night, I went to see a show on Brodway.",7.02521014586091
"('run', 'show')",nounmatch,"This year, a big name will host the show.",10.246423698961735
"('run', 'show')",nounmatch,They filmed the show in Croatia.,9.492076516151428
"('run', 'show')",nounmatch,Critics will rate the show.,1.5134212970733643
"('run', 'show')",nounmatch,The public wants the show to get renewed.,7.553207129240036
"('run', 'show')",nounmatch,Everybody loves this show.,21.008025243878365
"('run', 'show')",nounmatch,It is now common to stream a show on an international platform.,2.7515112161636353
