idiom,condition,sentence,head_conventionality_score,nonhead_conventionality_score
"('rock', 'boat')",verbmatch,The grandma rocked the cat on the patio.,27.166775,NA
"('rock', 'boat')",verbmatch,Having a craddle is a good way to rock a child.,30.086786,NA
"('rock', 'boat')",verbmatch,The hammock rocked the child to sleep.,24.76292,NA
"('rock', 'boat')",verbmatch,The earthquake rocked the town.,30.524763,NA
"('rock', 'boat')",verbmatch,The wind rocked the plane during the turbulence.,25.324785,NA
"('rock', 'boat')",verbmatch,The chair softly rocked the kids.,22.954372,NA
"('rock', 'boat')",verbmatch,The mom rocked her son to sleep.,27.888784,NA
"('lead', 'field')",verbmatch,The wolf led the kids into the forest.,27.120422,NA
"('lead', 'field')",verbmatch,The farmer led the sheep.,28.03243,NA
"('lead', 'field')",verbmatch,The oldest family member leads the group.,34.305668,NA
"('lead', 'field')",verbmatch,The servants led the king to his chambers.,28.979435,NA
"('lead', 'field')",verbmatch,The tour guide led the group.,24.121174,NA
"('lead', 'field')",verbmatch,The receptionist led my dad to the waiting room.,25.856653,NA
"('lead', 'field')",verbmatch,The real estate agent led the tour.,24.859735,NA
"('lead', 'field')",verbmatch,The waitress led the group to its table.,26.983404,NA
"('lead', 'field')",verbmatch,It is my turn to lead the trip.,32.743595,NA
"('lead', 'field')",verbmatch,The governess led the kids to the playroom.,21.756107,NA
"('strike', 'chord')",verbmatch,The army struck the town without warning.,32.31841,NA
"('strike', 'chord')",verbmatch,The policeman struck the thief with a baton.,24.951899,NA
"('strike', 'chord')",verbmatch,A rock struck the boat.,25.569319,NA
"('strike', 'chord')",verbmatch,The ball struck the man on his head.,27.18643,NA
"('strike', 'chord')",verbmatch,A tornado truck the town.,24.753626,NA
"('strike', 'chord')",verbmatch,He struck the thieves with a baseball bat.,32.67061,NA
"('strike', 'chord')",verbmatch,The boxer struck a blow.,23.766565,NA
"('strike', 'chord')",verbmatch,The bullet struck the car with force.,24.968193,NA
"('strike', 'chord')",verbmatch,The car struck the tree.,31.36336,NA
"('run', 'show')",verbmatch,The billionaire runs a mine in South Africa.,29.243559,NA
"('run', 'show')",verbmatch,The alpha wolf runs the pack.,26.366491,NA
"('run', 'show')",verbmatch,The little girl's dream is to run a store.,25.315228,NA
"('run', 'show')",verbmatch,It is not always easy to run a farm in a cold country.,24.237284,NA
"('run', 'show')",verbmatch,We need to find someone to run the firm.,25.923697,NA
"('run', 'show')",verbmatch,I ran my car into a tree.,31.396364,NA
"('run', 'show')",verbmatch,The Godfather runs the mob.,26.020414,NA
"('run', 'show')",verbmatch,I used to run a club in high school.,28.201698,NA
"('run', 'show')",verbmatch,The nurse ran the tap.,30.5109,NA
"('run', 'show')",verbmatch,The mother ran a bath for her toddler.,28.986776,NA
"('spill', 'bean')",nounmatch,The farmer woke up early to plant the beans in the bean-field.,NA,28.760452
"('spill', 'bean')",nounmatch,I'll have the rice and Tom will have the beans.,NA,25.600061
"('spill', 'bean')",nounmatch,"""You eat the vegetables, and I'll eat the beans.",NA,25.296167
"('spill', 'bean')",nounmatch,Jack would like to plant the beans in his mom's garden.,NA,29.975653
"('spill', 'bean')",nounmatch,"""Despite his father's encouragements, the toddler would not eat the beans.",NA,29.837395
"('spill', 'bean')",nounmatch,You need to rinse the beans before you cook them.,NA,22.90886
"('spill', 'bean')",nounmatch,The chef asked the new cook to stir the beans.,NA,27.438208
"('spill', 'bean')",nounmatch,"""In a grocery store, you can usually find the beans near the other canned goods.",NA,30.530342
"('spill', 'bean')",nounmatch,"""While we chop the vegetables, my mother will cook the beans.",NA,26.521605
"('spill', 'bean')",nounmatch,The recipe says to mash the beans into a paste.,NA,29.250626
"('call', 'shot')",nounmatch,The prisoner wants a chance to call his son to wish him a happy birthday.,NA,24.899101
"('call', 'shot')",nounmatch,"""The photographer focused the lens, then took the shot.",NA,27.001055
"('call', 'shot')",nounmatch,The police heard the shots.,NA,28.680712
"('call', 'shot')",nounmatch,Harold took a shot of the dogs playing together.,NA,32.13272
"('call', 'shot')",nounmatch,"""I didn’t get my fourth vaccine yet, but I will get the shot.",NA,27.177298
"('call', 'shot')",nounmatch,The photographer took a shot of the entire family.,NA,27.83379
"('call', 'shot')",nounmatch,I was walking in the park when I heard the shots.,NA,30.99415
"('call', 'shot')",nounmatch,The barman will bring the shots to your table.,NA,25.4881
"('call', 'shot')",nounmatch,"""When pressed by the police investigators, the witness admitted to having heard a shot.",NA,24.171822
"('clear', 'air')",nounmatch,I love to breathe the air in the mountains.,NA,29.881044
"('clear', 'air')",nounmatch,It is important for divers to breathe the air.,NA,28.275763
"('clear', 'air')",nounmatch,You can tell the humidity is high in Miami just when you feel its air.,NA,24.30845
"('clear', 'air')",nounmatch,This hotel cools the air in each room.,NA,26.195526
"('clear', 'air')",nounmatch,Trees are good for the environment because they clean the air.,NA,26.05648
"('clear', 'air')",nounmatch,You should open the windows sometimes to change the air in here.,NA,26.928097
"('clear', 'air')",nounmatch,Having an air filter is a very efficient way to clean the air.,NA,34.80134
"('clear', 'air')",nounmatch,It is too cold to breathe the air in the winter.,NA,23.608477
"('clear', 'air')",nounmatch,Whales surface every so often to find the air.,NA,30.248882
"('clear', 'air')",nounmatch,I like to smell the air after the rain.,NA,24.958916
"('have', 'ball')",nounmatch,My dog loves when I throw a ball in the backyard.,NA,32.15276
"('have', 'ball')",nounmatch,Everyone was impressed to see how far Mary could throw the ball.,NA,27.391014
"('have', 'ball')",nounmatch,I was so upset when the hitter missed the ball.,NA,31.824247
"('have', 'ball')",nounmatch,Lucy kicked the ball into the neighbor's yard.,NA,25.442484
"('have', 'ball')",nounmatch,The player swung and hit the ball.,NA,23.949608
"('have', 'ball')",nounmatch,"""To score a point, you need to kick the ball into the goal.",NA,28.449297
"('have', 'ball')",nounmatch,"""Lucy ran, and then caught the ball.",NA,25.959236
"('have', 'ball')",nounmatch,Jonathan picked the ball off the ground.,NA,23.68928
"('have', 'ball')",nounmatch,"""To play soccer, you need a ball.",NA,33.220085
"('have', 'ball')",nounmatch,The player threw the ball into the air.,NA,22.67698
"('get', 'sack')",nounmatch,"""Every day, the farmer fills the sacks with grain.",NA,31.985361
"('get', 'sack')",nounmatch,Mike dropped the sacks.,NA,31.957848
"('get', 'sack')",nounmatch,Please be careful not to shake the sacks.,NA,22.390049
"('get', 'sack')",nounmatch,They usually store the sacks in the cold room.,NA,21.026602
"('get', 'sack')",nounmatch,"""Once all the potatoes are in, you may close the sack.",NA,35.56762
"('get', 'sack')",nounmatch,My dad likes be to one to pick the sack of rice.,NA,37.2552
"('get', 'sack')",nounmatch,The farmer needs to weigh the sacks.,NA,20.615019
"('get', 'sack')",nounmatch,I put the sacks in the garage.,NA,25.942091
"('get', 'sack')",nounmatch,Please help me move the sacks.,NA,21.234571
"('get', 'sack')",nounmatch,The workers took the sacks out of the truck.,NA,22.1431
"('bite', 'dust')",nounmatch,The hotel cleaner sweeps the dust to keep the rooms impeccably clean.,NA,28.843458
"('bite', 'dust')",nounmatch,You can tell this house is old because you can really smell the dust.,NA,29.727177
"('bite', 'dust')",nounmatch,Be careful when you sweep the dust.,NA,24.982363
"('bite', 'dust')",nounmatch,Carpenters usually try to keep the dust to a minimum.,NA,25.384995
"('bite', 'dust')",nounmatch,My allergies are triggered whenever I breathe some dust.,NA,28.750551
"('bite', 'dust')",nounmatch,She beat the dust off her clothes with a rag.,NA,33.142967
"('bite', 'dust')",nounmatch,Try not to breathe the dust.,NA,25.22185
"('bite', 'dust')",nounmatch,Please try to keep the dust from flying everywhere.,NA,25.699615
"('bite', 'dust')",nounmatch,It is possible that the storm may raise some dust.,NA,30.2364
"('bite', 'dust')",nounmatch,Try to keep the dust away from your sewing machine.,NA,23.662865
"('break', 'mold')",nounmatch,You must make a mold before filling it with concrete.,NA,21.063992
"('break', 'mold')",nounmatch,The art studio is where we store the molds.,NA,40.01835
"('break', 'mold')",nounmatch,"""I didn’t have anything to bake the cake in, so I bought a mold.",NA,23.395042
"('break', 'mold')",nounmatch,John dropped the mold on the floor.,NA,27.06495
"('break', 'mold')",nounmatch,The scultpture will be easier to reproduce if you make a mold.,NA,19.441517
"('break', 'mold')",nounmatch,I use a mold to shape my homemade soaps.,NA,26.008106
"('break', 'mold')",nounmatch,Many artists use plaster to make their molds.,NA,42.2138
"('break', 'mold')",nounmatch,It is crucial that you carefully pick the mold to bake your cake in.,NA,22.533382
"('break', 'mold')",nounmatch,"""In the Middle Ages, blacksmiths often had to use a mold.",NA,21.839352
"('break', 'mold')",nounmatch,The art students were asked to make a mold of their sculptures.,NA,23.106075
"('lose', 'ground')",nounmatch,The workers cleared ground for the new garden.,NA,25.542465
"('lose', 'ground')",nounmatch,"""Before planting a garden, it is common practice to test ground.",NA,23.697887
"('lose', 'ground')",nounmatch,Gardeners often have to rake ground.,NA,25.585064
"('lose', 'ground')",nounmatch,My family wants to sell ground from their farm.,NA,25.470978
"('lose', 'ground')",nounmatch,"""Before planting a garden, it is often necessary to till ground.",NA,21.056889
"('lose', 'ground')",nounmatch,The city cleared ground to make space for the new appartment building.,NA,33.484417
"('lose', 'ground')",nounmatch,The astronauts were sent to Mars to test ground.,NA,37.32766
"('lose', 'ground')",nounmatch,The couple was hoping to add ground to their property.,NA,26.230606
"('lose', 'ground')",nounmatch,Gardeners can be hired to weed ground.,NA,23.89057
"('lose', 'ground')",nounmatch,The Millers were hoping to rent ground for their wedding.,NA,30.754992
"('make', 'wave')",nounmatch,I love to catch waves in the sea.,NA,23.868546
"('make', 'wave')",nounmatch,"""When my mother lived in Autralia, she used to surf waves.",NA,25.509203
"('make', 'wave')",nounmatch,Hawaii is a great place to surf waves.,NA,23.949873
"('make', 'wave')",nounmatch,This beach doesn't get waves in the winter.,NA,25.555012
"('make', 'wave')",nounmatch,Surfers need waves to be able to practice.,NA,27.231346
"('make', 'wave')",nounmatch,I see waves on the horizon.,NA,31.063805
"('make', 'wave')",nounmatch,My sister enjoys the beach because she likes waves.,NA,26.586582
"('make', 'wave')",nounmatch,Fish use waves to move around.,NA,27.570965
"('make', 'wave')",nounmatch,"""Every summer, my aunt makes jam.",NA,35.936157
"('cut', 'corner')",nounmatch,I am always scared of running into people when I turn corners in the city.,NA,34.850285
"('cut', 'corner')",nounmatch,My least favorite part of cleaning is when I have to dust corners.,NA,29.90074
"('cut', 'corner')",nounmatch,The instructions for the origami say to fold corners.,NA,24.092558
"('cut', 'corner')",nounmatch,The instructions say to glue these pieces together to form corners.,NA,24.344664
"('cut', 'corner')",nounmatch,"""When straight lines meet, they form corners.",NA,25.845743
"('cut', 'corner')",nounmatch,"""I use a bookmark, because I don't like to fold corners in my books.",NA,28.121857
"('cut', 'corner')",nounmatch,"""Before his driving test, Mike still needs to practice how to turn corners.",NA,32.137676
"('cut', 'corner')",nounmatch,"""When looking for bugs, you might want to search corners in your appartment.",NA,25.774002
"('cut', 'corner')",nounmatch,Using sand is an effective way to fill corners.,NA,24.438389
"('cut', 'corner')",nounmatch,Noth American cities built corners instead of roundabouts.,NA,25.398502
"('raise', 'hell')",nounmatch,Orpheus turned around and saw hell.,NA,31.88553
"('raise', 'hell')",nounmatch,Christians believe God built hell.,NA,26.107237
"('raise', 'hell')",nounmatch,My religion doesn't have hell.,NA,27.705664
"('raise', 'hell')",nounmatch,They do not know hell in this region of the world.,NA,26.253128
"('raise', 'hell')",nounmatch,Many Christians fear hell.,NA,23.45567
"('raise', 'hell')",nounmatch,Some people believe we need hell to enjoy paradise.,NA,27.329369
"('raise', 'hell')",nounmatch,It was impossible for Euridyce to leave hell.,NA,31.224895
"('raise', 'hell')",nounmatch,They named hell after an Old Norse word.,NA,29.471607
"('raise', 'hell')",nounmatch,Catholics are taught to fear hell.,NA,26.290531
"('raise', 'hell')",nounmatch,You would have to be completely evil to bring hell to earth.,NA,26.326221
"('pull', 'string')",nounmatch,The seamstress tied strings into a nice bow.,NA,30.14072
"('pull', 'string')",nounmatch,Sheeps' wool is often used to make strings.,NA,26.441328
"('pull', 'string')",nounmatch,Guitar makers often need to cut strings.,NA,22.82676
"('pull', 'string')",nounmatch,My sister turned strings into a beautiful necklace.,NA,30.392727
"('pull', 'string')",nounmatch,The best way to play the E chord is to pluck strings.,NA,24.982277
"('pull', 'string')",nounmatch,The hammers in a piano hit strings to play notes.,NA,27.211948
"('pull', 'string')",nounmatch,Many instruments have strings.,NA,28.36998
"('pull', 'string')",nounmatch,This artisan braids string to make bracelets.,NA,29.211952
"('pull', 'string')",nounmatch,A good way to practice violin without bothering neighbors is to mute strings.,NA,21.137608
"('pull', 'string')",nounmatch,"""Unfortunately, my brother broke strings on my violin.",NA,34.02966
"('mean', 'business')",nounmatch,The company is afraid it will lose business by being too political.,NA,25.700481
"('mean', 'business')",nounmatch,"""If we don't receive additional funding, we might have to close business.",NA,26.39983
"('mean', 'business')",nounmatch,Our new company policies are making us lose business.,NA,25.828764
"('mean', 'business')",nounmatch,The CEO always puts business before family.,NA,23.86468
"('mean', 'business')",nounmatch,My dad and Sarah's used to do business.,NA,31.795696
"('mean', 'business')",nounmatch,"""To succeed, you have to put business at the top of your priorities list.",NA,24.055796
"('mean', 'business')",nounmatch,I've always found business to be boring.,NA,28.50877
"('mean', 'business')",nounmatch,This company has business in Asia.,NA,36.361465
"('mean', 'business')",nounmatch,"""When presented with a choice, my brother will always choose business.",NA,26.083406
"('mean', 'business')",nounmatch,You should not put business over your own health.,NA,26.095757
"('turn', 'tail')",nounmatch,"""For this game, we have to pin tails on a donkey.",NA,27.760473
"('turn', 'tail')",nounmatch,I wonder if some tail-less animals would want tails.,NA,30.029488
"('turn', 'tail')",nounmatch,Many mammals have tails.,NA,26.895172
"('turn', 'tail')",nounmatch,The cars hit tails at the intersection.,NA,33.390644
"('turn', 'tail')",nounmatch,"""When caring for horses, it is important to brush tails.",NA,25.524109
"('turn', 'tail')",nounmatch,Many animals use tails to move around.,NA,23.004892
"('turn', 'tail')",nounmatch,Humans used to have tails.,NA,24.882809
"('turn', 'tail')",nounmatch,Dogs wag tails to show their excitement.,NA,27.70839
"('turn', 'tail')",nounmatch,The zoo employee trims tails.,NA,25.777937
"('turn', 'tail')",nounmatch,The dogs wagged tails in unison.,NA,30.61347
"('rock', 'boat')",nounmatch,Big waves flipped the boat in the open sea.,NA,26.68341
"('rock', 'boat')",nounmatch,The captain wants to paint his boat.,NA,27.917116
"('rock', 'boat')",nounmatch,"""As captain of the ship, it is my role to steer the boat.",NA,25.449524
"('rock', 'boat')",nounmatch,I have to wash my boat to remove algae.,NA,27.628746
"('rock', 'boat')",nounmatch,"""If we don't fix that hole, water will soon fill the boat.",NA,24.71655
"('rock', 'boat')",nounmatch,I see a boat on the horizon.,NA,33.924973
"('rock', 'boat')",nounmatch,The president was asked to name the boat.,NA,28.674078
"('rock', 'boat')",nounmatch,We should probably take the boat to the repair shop.,NA,26.906559
"('rock', 'boat')",nounmatch,"""Sailors have to look out for icebergs, since they could sink their boat.",NA,28.723415
"('rock', 'boat')",nounmatch,"""In the winter, we take the boat out of the water.",NA,25.388826
"('lead', 'field')",nounmatch,The festival attendees were asked to clear the field after the show.,NA,31.866999
"('lead', 'field')",nounmatch,The heavy rainfalls might flood the field.,NA,27.982798
"('lead', 'field')",nounmatch,The farmers decided to weed the field.,NA,23.359621
"('lead', 'field')",nounmatch,The surveillance guards close the field at night.,NA,27.12442
"('lead', 'field')",nounmatch,"""After visiting many wedding venues, Sam and Alex finally chose the field.",NA,30.801365
"('lead', 'field')",nounmatch,Repeated droughts turned this field into a real desert.,NA,24.991434
"('lead', 'field')",nounmatch,"""The community opposed the construction project, because they like the field.",NA,25.77341
"('lead', 'field')",nounmatch,The tourists saw the field from the plane.,NA,23.486841
"('lead', 'field')",nounmatch,"""When I have a house, I hope to have a field.",NA,30.385557
"('lead', 'field')",nounmatch,The farmers scorched the field after the harvest.,NA,29.792164
"('strike', 'chord')",nounmatch,The pianist played a chord to open the concert.,NA,23.502056
"('strike', 'chord')",nounmatch,The choir sang a chord.,NA,26.298737
"('strike', 'chord')",nounmatch,He recognized the song as soon as he heard a chord.,NA,28.062487
"('strike', 'chord')",nounmatch,She strummed a chord on her guitar.,NA,30.191557
"('strike', 'chord')",nounmatch,Three notes make a chord.,NA,31.527742
"('strike', 'chord')",nounmatch,The musician played the chord for the audience.,NA,23.620203
"('strike', 'chord')",nounmatch,The guitarist broke a chord.,NA,33.63081
"('strike', 'chord')",nounmatch,The guitar professor taught a chord to his students.,NA,26.893333
"('strike', 'chord')",nounmatch,The harpist played a chord.,NA,22.710411
"('strike', 'chord')",nounmatch,The public heard a chord in the distance.,NA,28.548883
"('run', 'show')",nounmatch,I used to watch that show with my mom.,NA,29.015114
"('run', 'show')",nounmatch,I wish I had the time to watch my show.,NA,28.435152
"('run', 'show')",nounmatch,Don't wait for me to start the show.,NA,30.050156
"('run', 'show')",nounmatch,"""Last night, I went to see a show on Brodway.",NA,33.264835
"('run', 'show')",nounmatch,"""This year, a big name will host the show.",NA,25.342594
"('run', 'show')",nounmatch,They filmed the show in Croatia.,NA,27.404152
"('run', 'show')",nounmatch,Critics will rate the show.,NA,27.181765
"('run', 'show')",nounmatch,The public wants the show to get renewed.,NA,22.681013
"('run', 'show')",nounmatch,Everybody loves this show.,NA,24.677742
"('run', 'show')",nounmatch,It is now common to stream a show on an international platform.,NA,27.649626
