sentence_number,sentence,word,surprisal_score,target_phrase
61,"Instead of holding a grudge against your dad, you should call him to clear the air.",Instead,10.14515,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", of,0.19117036,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", holding,6.2378974,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", a,1.6103189,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", gr,3.7032967,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.",udge,0.0010778873,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", against,1.3133681,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", your,2.6023152,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", dad,3.51183,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.",",",0.5122809,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", you,1.3699414,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", should,0.69550014,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", call,5.801899,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", him,0.13241027,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", to,5.0588593,preverb
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", clear,6.0771165,verb
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", the,0.17248571,context
61,"Instead of holding a grudge against your dad, you should call him to clear the air.", air,0.012602097,noun
61,"Instead of holding a grudge against your dad, you should call him to clear the air.",.,1.5883685,context
62,"Before you start building your house, you should first clear the ground.",Before,9.878285,context
62,"Before you start building your house, you should first clear the ground.", you,1.7752352,context
62,"Before you start building your house, you should first clear the ground.", start,3.5111637,context
62,"Before you start building your house, you should first clear the ground.", building,6.2747154,context
62,"Before you start building your house, you should first clear the ground.", your,2.3029711,context
62,"Before you start building your house, you should first clear the ground.", house,3.622928,context
62,"Before you start building your house, you should first clear the ground.",",",0.40053803,context
62,"Before you start building your house, you should first clear the ground.", you,0.48429093,context
62,"Before you start building your house, you should first clear the ground.", should,1.5544,context
62,"Before you start building your house, you should first clear the ground.", first,3.331681,preverb
62,"Before you start building your house, you should first clear the ground.", clear,4.4771085,verb
62,"Before you start building your house, you should first clear the ground.", the,0.27064928,context
62,"Before you start building your house, you should first clear the ground.", ground,2.1784177,noun
62,"Before you start building your house, you should first clear the ground.",.,5.4365683,context
63,It is important for divers to breathe the air., is,1.7459862,context
63,It is important for divers to breathe the air., important,3.4245777,context
63,It is important for divers to breathe the air., for,2.4774241,context
63,It is important for divers to breathe the air., divers,9.9629545,context
63,It is important for divers to breathe the air., to,0.19914988,preverb
63,It is important for divers to breathe the air., breathe,5.227899,verb
63,It is important for divers to breathe the air., the,6.99668,context
63,It is important for divers to breathe the air., air,1.829225,noun
63,It is important for divers to breathe the air.,.,6.6698647,context
64,"You should come to the carnival, we'll have a ball.",You,5.3253274,context
64,"You should come to the carnival, we'll have a ball.", should,4.2365885,context
64,"You should come to the carnival, we'll have a ball.", come,3.7063541,context
64,"You should come to the carnival, we'll have a ball.", to,1.8784844,context
64,"You should come to the carnival, we'll have a ball.", the,1.4286819,context
64,"You should come to the carnival, we'll have a ball.", carn,6.5426745,context
64,"You should come to the carnival, we'll have a ball.",ival,0.0011028883,context
64,"You should come to the carnival, we'll have a ball.",",",2.4162412,context
64,"You should come to the carnival, we'll have a ball.", we,5.4453616,context
64,"You should come to the carnival, we'll have a ball.",'ll,1.8212663,context
64,"You should come to the carnival, we'll have a ball.", have,0.49168664,context
64,"You should come to the carnival, we'll have a ball.", a,0.8916899,context
64,"You should come to the carnival, we'll have a ball.", ball,3.5348191,context
64,"You should come to the carnival, we'll have a ball.",.,2.8510194,context
65,This park has a bench., park,9.977866,preverb
65,This park has a bench., has,2.0416024,verb
65,This park has a bench., a,1.8152432,context
65,This park has a bench., bench,9.823181,noun
65,This park has a bench.,.,2.3667107,context
66,Everyone was impressed to see how far Mary could throw the ball., was,3.2852042,context
66,Everyone was impressed to see how far Mary could throw the ball., impressed,4.884758,context
66,Everyone was impressed to see how far Mary could throw the ball., to,5.3558197,context
66,Everyone was impressed to see how far Mary could throw the ball., see,0.41003558,context
66,Everyone was impressed to see how far Mary could throw the ball., how,2.0115085,context
66,Everyone was impressed to see how far Mary could throw the ball., far,3.6445923,context
66,Everyone was impressed to see how far Mary could throw the ball., Mary,6.8383756,context
66,Everyone was impressed to see how far Mary could throw the ball., could,3.135681,preverb
66,Everyone was impressed to see how far Mary could throw the ball., throw,1.7232337,verb
66,Everyone was impressed to see how far Mary could throw the ball., the,0.22312646,context
66,Everyone was impressed to see how far Mary could throw the ball., ball,0.41270518,noun
66,Everyone was impressed to see how far Mary could throw the ball.,.,0.14129144,context
67,"If the company doesn't get a better trimester, many employees could get the sack.",If,6.3878193,context
67,"If the company doesn't get a better trimester, many employees could get the sack.", the,2.839805,context
67,"If the company doesn't get a better trimester, many employees could get the sack.", company,5.616477,context
67,"If the company doesn't get a better trimester, many employees could get the sack.", doesn,2.89093,context
67,"If the company doesn't get a better trimester, many employees could get the sack.",'t,0.053496655,context
67,"If the company doesn't get a better trimester, many employees could get the sack.", get,3.628068,context
67,"If the company doesn't get a better trimester, many employees could get the sack.", a,2.278727,context
67,"If the company doesn't get a better trimester, many employees could get the sack.", better,3.7857523,context
67,"If the company doesn't get a better trimester, many employees could get the sack.", tr,11.200259,context
67,"If the company doesn't get a better trimester, many employees could get the sack.",imester,5.7541203,context
67,"If the company doesn't get a better trimester, many employees could get the sack.",",",1.4957184,context
67,"If the company doesn't get a better trimester, many employees could get the sack.", many,7.753355,context
67,"If the company doesn't get a better trimester, many employees could get the sack.", employees,4.449766,context
67,"If the company doesn't get a better trimester, many employees could get the sack.", could,2.9375653,context
67,"If the company doesn't get a better trimester, many employees could get the sack.", get,2.644549,context
67,"If the company doesn't get a better trimester, many employees could get the sack.", the,1.5834321,context
67,"If the company doesn't get a better trimester, many employees could get the sack.", sack,1.3963174,context
67,"If the company doesn't get a better trimester, many employees could get the sack.",.,1.7974607,context
68,The hosts expect to get a gift., hosts,10.338005,context
68,The hosts expect to get a gift., expect,10.171974,context
68,The hosts expect to get a gift., to,1.0930148,preverb
68,The hosts expect to get a gift., get,3.8101962,verb
68,The hosts expect to get a gift., a,1.6531746,context
68,The hosts expect to get a gift., gift,9.098048,noun
68,The hosts expect to get a gift.,.,4.153216,context
69,Mike dropped the sacks., dropped,10.107358,verb
69,Mike dropped the sacks., the,1.6260909,context
69,Mike dropped the sacks., sacks,9.280018,noun
69,Mike dropped the sacks.,.,3.4083703,context
70,The knight swore he would not rest until his enemy bit the dust., knight,12.204242,context
70,The knight swore he would not rest until his enemy bit the dust., swore,7.7734733,context
70,The knight swore he would not rest until his enemy bit the dust., he,3.6360395,context
70,The knight swore he would not rest until his enemy bit the dust., would,0.9863633,context
70,The knight swore he would not rest until his enemy bit the dust., not,2.6429133,context
70,The knight swore he would not rest until his enemy bit the dust., rest,1.8399655,context
70,The knight swore he would not rest until his enemy bit the dust., until,0.5487637,context
70,The knight swore he would not rest until his enemy bit the dust., his,3.1051702,context
70,The knight swore he would not rest until his enemy bit the dust., enemy,3.8312294,preverb
70,The knight swore he would not rest until his enemy bit the dust., bit,10.754646,verb
70,The knight swore he would not rest until his enemy bit the dust., the,0.041059796,context
70,The knight swore he would not rest until his enemy bit the dust., dust,0.12000218,noun
70,The knight swore he would not rest until his enemy bit the dust.,.,0.37096718,context
71,The young girl blushed and bit her lip., young,7.621791,context
71,The young girl blushed and bit her lip., girl,3.2908256,context
71,The young girl blushed and bit her lip., bl,6.1446447,context
71,The young girl blushed and bit her lip.,ushed,0.086838506,context
71,The young girl blushed and bit her lip., and,2.1499157,preverb
71,The young girl blushed and bit her lip., bit,6.005197,verb
71,The young girl blushed and bit her lip., her,0.058626026,context
71,The young girl blushed and bit her lip., lip,0.3317293,noun
71,The young girl blushed and bit her lip.,.,0.5654979,context
72,You can tell this house is old because you can really smell the dust., can,1.3872814,context
72,You can tell this house is old because you can really smell the dust., tell,5.1517825,context
72,You can tell this house is old because you can really smell the dust., this,4.1606426,context
72,You can tell this house is old because you can really smell the dust., house,5.949264,context
72,You can tell this house is old because you can really smell the dust., is,0.98026085,context
72,You can tell this house is old because you can really smell the dust., old,2.0219994,context
72,You can tell this house is old because you can really smell the dust., because,1.93895,context
72,You can tell this house is old because you can really smell the dust., you,9.452044,context
72,You can tell this house is old because you can really smell the dust., can,0.03935567,context
72,You can tell this house is old because you can really smell the dust., really,8.560727,preverb
72,You can tell this house is old because you can really smell the dust., smell,2.3779724,verb
72,You can tell this house is old because you can really smell the dust., the,0.3577454,context
72,You can tell this house is old because you can really smell the dust., dust,2.8282444,noun
72,You can tell this house is old because you can really smell the dust.,.,1.2623725,context
73,Voters are looking for a candidate who will break the mold.,oters,8.91968,context
73,Voters are looking for a candidate who will break the mold., are,3.9205258,context
73,Voters are looking for a candidate who will break the mold., looking,4.4820004,context
73,Voters are looking for a candidate who will break the mold., for,0.4094379,context
73,Voters are looking for a candidate who will break the mold., a,1.1609751,context
73,Voters are looking for a candidate who will break the mold., candidate,2.2723885,context
73,Voters are looking for a candidate who will break the mold., who,0.3931698,context
73,Voters are looking for a candidate who will break the mold., will,1.4806422,preverb
73,Voters are looking for a candidate who will break the mold., break,6.6185093,verb
73,Voters are looking for a candidate who will break the mold., the,1.0558988,context
73,Voters are looking for a candidate who will break the mold., mold,1.741043,noun
73,Voters are looking for a candidate who will break the mold.,.,2.3335934,context
74,I'm worried that the kids might break the frame.,'m,1.5296222,context
74,I'm worried that the kids might break the frame., worried,6.7917027,context
74,I'm worried that the kids might break the frame., that,1.5211794,context
74,I'm worried that the kids might break the frame., the,2.439015,context
74,I'm worried that the kids might break the frame., kids,4.801709,context
74,I'm worried that the kids might break the frame., might,2.9575608,preverb
74,I'm worried that the kids might break the frame., break,4.754407,verb
74,I'm worried that the kids might break the frame., the,1.3736558,context
74,I'm worried that the kids might break the frame., frame,8.425438,noun
74,I'm worried that the kids might break the frame.,.,1.5547639,context
75,The art studio is where we store the molds., art,7.4556427,context
75,The art studio is where we store the molds., studio,6.880269,context
75,The art studio is where we store the molds., is,1.5072451,context
75,The art studio is where we store the molds., where,4.1539154,context
75,The art studio is where we store the molds., we,2.6374342,preverb
75,The art studio is where we store the molds., store,6.161273,verb
75,The art studio is where we store the molds., the,1.9622875,context
75,The art studio is where we store the molds., m,8.030058,context
75,The art studio is where we store the molds.,olds,1.0124611,context
75,The art studio is where we store the molds.,.,2.7058487,context
76,"This trimester, the network has lost ground.",This,5.6035376,context
76,"This trimester, the network has lost ground.", tr,10.107761,context
76,"This trimester, the network has lost ground.",imester,3.509913,context
76,"This trimester, the network has lost ground.",",",1.9704471,context
76,"This trimester, the network has lost ground.", the,2.8093088,context
76,"This trimester, the network has lost ground.", network,8.802585,context
76,"This trimester, the network has lost ground.", has,2.0456905,preverb
76,"This trimester, the network has lost ground.", lost,4.985998,verb
76,"This trimester, the network has lost ground.", ground,4.7773056,noun
76,"This trimester, the network has lost ground.",.,3.8454525,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.",Alex,10.875737,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.",a,1.2172847,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.", gave,9.831003,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.", Mary,9.024924,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.", her,2.456785,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.", diary,7.4340982,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.", for,4.4879103,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.", safe,2.2250397,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.",keeping,0.4633434,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.",",",2.5205188,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.", not,4.1093497,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.", knowing,2.7102337,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.", she,2.7160237,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.", would,0.39719316,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.", lose,5.105324,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.", it,0.21344285,context
77,"Alexa gave Mary her diary for safekeeping, not knowing she would lose it.",.,2.2204928,context
78,"Before planting a garden, it is common practice to test ground.",Before,9.878285,context
78,"Before planting a garden, it is common practice to test ground.", planting,10.024195,context
78,"Before planting a garden, it is common practice to test ground.", a,2.085102,context
78,"Before planting a garden, it is common practice to test ground.", garden,2.0302472,context
78,"Before planting a garden, it is common practice to test ground.",",",0.45379287,context
78,"Before planting a garden, it is common practice to test ground.", it,1.7062935,context
78,"Before planting a garden, it is common practice to test ground.", is,0.4742189,context
78,"Before planting a garden, it is common practice to test ground.", common,6.7684226,preverb
78,"Before planting a garden, it is common practice to test ground.", practice,1.6834447,verb
78,"Before planting a garden, it is common practice to test ground.", to,0.15668732,noun
78,"Before planting a garden, it is common practice to test ground.", test,2.017586,context
78,"Before planting a garden, it is common practice to test ground.", ground,12.8141985,context
78,"Before planting a garden, it is common practice to test ground.",.,5.6411943,context
79,This new band is expected to make waves., new,5.23126,context
79,This new band is expected to make waves., band,8.081557,context
79,This new band is expected to make waves., is,1.8910983,context
79,This new band is expected to make waves., expected,6.5990453,context
79,This new band is expected to make waves., to,0.02081592,preverb
79,This new band is expected to make waves., make,3.6972444,verb
79,This new band is expected to make waves., waves,1.8062752,noun
79,This new band is expected to make waves.,.,2.7969153,context
80,I don't know how this new company expects to make sales., don,4.003916,context
80,I don't know how this new company expects to make sales.,'t,0.32178193,context
80,I don't know how this new company expects to make sales., know,1.1704638,context
80,I don't know how this new company expects to make sales., how,2.1941817,context
80,I don't know how this new company expects to make sales., this,4.0801616,context
80,I don't know how this new company expects to make sales., new,7.0772834,preverb
80,I don't know how this new company expects to make sales., company,4.9932218,verb
80,I don't know how this new company expects to make sales., expects,6.193794,noun
80,I don't know how this new company expects to make sales., to,1.2949529,context
80,I don't know how this new company expects to make sales., make,1.7964809,context
80,I don't know how this new company expects to make sales., sales,7.3268647,context
80,I don't know how this new company expects to make sales.,.,2.1178553,context
81,"When my mother lived in Autralia, she used to surf waves.",When,7.730529,context
81,"When my mother lived in Autralia, she used to surf waves.", my,4.423721,context
81,"When my mother lived in Autralia, she used to surf waves.", mother,3.0788758,context
81,"When my mother lived in Autralia, she used to surf waves.", lived,6.2724996,context
81,"When my mother lived in Autralia, she used to surf waves.", in,0.99533695,context
81,"When my mother lived in Autralia, she used to surf waves.", Aut,12.487769,context
81,"When my mother lived in Autralia, she used to surf waves.",ral,4.7579494,context
81,"When my mother lived in Autralia, she used to surf waves.",ia,0.005447335,context
81,"When my mother lived in Autralia, she used to surf waves.",",",0.6515966,context
81,"When my mother lived in Autralia, she used to surf waves.", she,0.4883831,context
81,"When my mother lived in Autralia, she used to surf waves.", used,2.3493853,context
81,"When my mother lived in Autralia, she used to surf waves.", to,0.058084264,context
81,"When my mother lived in Autralia, she used to surf waves.", surf,6.147399,context
81,"When my mother lived in Autralia, she used to surf waves.", waves,9.500198,context
81,"When my mother lived in Autralia, she used to surf waves.",.,3.085188,context
82,People working on site complained about the pressure to cut corners., working,7.646531,context
82,People working on site complained about the pressure to cut corners., on,2.2101092,context
82,People working on site complained about the pressure to cut corners., site,5.352983,context
82,People working on site complained about the pressure to cut corners., complained,8.581739,context
82,People working on site complained about the pressure to cut corners., about,1.8061053,context
82,People working on site complained about the pressure to cut corners., the,0.87760955,context
82,People working on site complained about the pressure to cut corners., pressure,8.385405,context
82,People working on site complained about the pressure to cut corners., to,1.6871039,preverb
82,People working on site complained about the pressure to cut corners., cut,5.2219524,verb
82,People working on site complained about the pressure to cut corners., corners,0.33669057,noun
82,People working on site complained about the pressure to cut corners.,.,1.977615,context
83,These scissors aren't sharp enough to cut fabric., scissors,11.3288765,context
83,These scissors aren't sharp enough to cut fabric., aren,6.415572,context
83,These scissors aren't sharp enough to cut fabric.,'t,0.3097592,context
83,These scissors aren't sharp enough to cut fabric., sharp,1.3130622,context
83,These scissors aren't sharp enough to cut fabric., enough,1.1026683,context
83,These scissors aren't sharp enough to cut fabric., to,0.75944257,preverb
83,These scissors aren't sharp enough to cut fabric., cut,0.010049864,verb
83,These scissors aren't sharp enough to cut fabric., fabric,5.254011,noun
83,These scissors aren't sharp enough to cut fabric.,.,0.058145225,context
84,My least favorite part of cleaning is when I have to dust corners., least,9.743047,context
84,My least favorite part of cleaning is when I have to dust corners., favorite,0.18565822,context
84,My least favorite part of cleaning is when I have to dust corners., part,2.337276,context
84,My least favorite part of cleaning is when I have to dust corners., of,0.35471335,context
84,My least favorite part of cleaning is when I have to dust corners., cleaning,8.485395,context
84,My least favorite part of cleaning is when I have to dust corners., is,1.2166525,context
84,My least favorite part of cleaning is when I have to dust corners., when,1.9387814,context
84,My least favorite part of cleaning is when I have to dust corners., I,0.25208777,context
84,My least favorite part of cleaning is when I have to dust corners., have,0.26814148,context
84,My least favorite part of cleaning is when I have to dust corners., to,0.0013629065,preverb
84,My least favorite part of cleaning is when I have to dust corners., dust,4.1970162,verb
84,My least favorite part of cleaning is when I have to dust corners., corners,11.790924,noun
84,My least favorite part of cleaning is when I have to dust corners.,.,2.089608,context
85,"Following the government's announcement, the protesters flooded the streets and raised hell.",Following,10.623618,context
85,"Following the government's announcement, the protesters flooded the streets and raised hell.", the,1.0370003,context
85,"Following the government's announcement, the protesters flooded the streets and raised hell.", government,5.8521013,context
85,"Following the government's announcement, the protesters flooded the streets and raised hell.",'s,0.4696167,context
85,"Following the government's announcement, the protesters flooded the streets and raised hell.", announcement,1.048592,context
85,"Following the government's announcement, the protesters flooded the streets and raised hell.",",",1.6931249,context
85,"Following the government's announcement, the protesters flooded the streets and raised hell.", the,2.6034675,context
85,"Following the government's announcement, the protesters flooded the streets and raised hell.", protesters,11.707378,context
85,"Following the government's announcement, the protesters flooded the streets and raised hell.", flooded,8.457584,context
85,"Following the government's announcement, the protesters flooded the streets and raised hell.", the,0.5877968,context
85,"Following the government's announcement, the protesters flooded the streets and raised hell.", streets,0.22985862,context
85,"Following the government's announcement, the protesters flooded the streets and raised hell.", and,2.2561352,preverb
85,"Following the government's announcement, the protesters flooded the streets and raised hell.", raised,6.6295524,verb
85,"Following the government's announcement, the protesters flooded the streets and raised hell.", hell,6.5509267,noun
85,"Following the government's announcement, the protesters flooded the streets and raised hell.",.,1.3285891,context
86,The new CEO promised to raise pays., new,4.7703614,context
86,The new CEO promised to raise pays., CEO,7.3521166,context
86,The new CEO promised to raise pays., promised,6.951383,context
86,The new CEO promised to raise pays., to,0.5176598,preverb
86,The new CEO promised to raise pays., raise,5.0577416,verb
86,The new CEO promised to raise pays., pays,12.062125,noun
86,The new CEO promised to raise pays.,.,5.044543,context
87,Christians believe God built hell.,ians,1.6771512,context
87,Christians believe God built hell., believe,4.3686314,context
87,Christians believe God built hell., God,4.6803265,preverb
87,Christians believe God built hell., built,10.355189,verb
87,Christians believe God built hell., hell,7.9085937,noun
87,Christians believe God built hell.,.,3.76835,context
88,"He has the job not because of talent, but because his dad pulled strings.",He,6.8917885,context
88,"He has the job not because of talent, but because his dad pulled strings.", has,3.7028837,context
88,"He has the job not because of talent, but because his dad pulled strings.", the,3.5195668,context
88,"He has the job not because of talent, but because his dad pulled strings.", job,6.3069572,context
88,"He has the job not because of talent, but because his dad pulled strings.", not,7.4963813,context
88,"He has the job not because of talent, but because his dad pulled strings.", because,0.8734438,context
88,"He has the job not because of talent, but because his dad pulled strings.", of,1.3111511,context
88,"He has the job not because of talent, but because his dad pulled strings.", talent,5.4096394,context
88,"He has the job not because of talent, but because his dad pulled strings.",",",1.2743162,context
88,"He has the job not because of talent, but because his dad pulled strings.", but,0.39549872,context
88,"He has the job not because of talent, but because his dad pulled strings.", because,0.14560784,context
88,"He has the job not because of talent, but because his dad pulled strings.", his,3.4292934,context
88,"He has the job not because of talent, but because his dad pulled strings.", dad,2.7616453,preverb
88,"He has the job not because of talent, but because his dad pulled strings.", pulled,6.3764825,verb
88,"He has the job not because of talent, but because his dad pulled strings.", strings,1.0716275,noun
88,"He has the job not because of talent, but because his dad pulled strings.",.,1.8350804,context
89,It is much more difficult to lift a heavy box than to pull one., is,1.7459862,context
89,It is much more difficult to lift a heavy box than to pull one., much,6.639837,context
89,It is much more difficult to lift a heavy box than to pull one., more,1.9394052,context
89,It is much more difficult to lift a heavy box than to pull one., difficult,2.2597568,context
89,It is much more difficult to lift a heavy box than to pull one., to,0.30155432,context
89,It is much more difficult to lift a heavy box than to pull one., lift,7.9865007,context
89,It is much more difficult to lift a heavy box than to pull one., a,1.1393341,context
89,It is much more difficult to lift a heavy box than to pull one., heavy,2.5635545,context
89,It is much more difficult to lift a heavy box than to pull one., box,4.2958055,context
89,It is much more difficult to lift a heavy box than to pull one., than,0.74124265,context
89,It is much more difficult to lift a heavy box than to pull one., to,3.056788,preverb
89,It is much more difficult to lift a heavy box than to pull one., pull,4.20137,verb
89,It is much more difficult to lift a heavy box than to pull one., one,3.248103,noun
89,It is much more difficult to lift a heavy box than to pull one.,.,1.8824196,context
90,Sheeps' wool is often used to make strings.,eps,9.010672,context
90,Sheeps' wool is often used to make strings.,',5.6567583,context
90,Sheeps' wool is often used to make strings., wool,4.0576744,context
90,Sheeps' wool is often used to make strings., is,1.2663916,context
90,Sheeps' wool is often used to make strings., often,2.0289004,context
90,Sheeps' wool is often used to make strings., used,0.2683742,context
90,Sheeps' wool is often used to make strings., to,0.5636368,preverb
90,Sheeps' wool is often used to make strings., make,0.1099759,verb
90,Sheeps' wool is often used to make strings., strings,15.915994,noun
90,Sheeps' wool is often used to make strings.,.,5.7907405,context
91,The party is trying to convince people it means business., party,6.9009147,context
91,The party is trying to convince people it means business., is,2.905069,context
91,The party is trying to convince people it means business., trying,5.8199005,context
91,The party is trying to convince people it means business., to,0.058598466,context
91,The party is trying to convince people it means business., convince,4.9714775,context
91,The party is trying to convince people it means business., people,2.3775277,context
91,The party is trying to convince people it means business., it,4.044546,preverb
91,The party is trying to convince people it means business., means,7.0224047,verb
91,The party is trying to convince people it means business., business,0.5663611,noun
91,The party is trying to convince people it means business.,.,2.0523639,context
92,"Here, the word """"future"""" seemed to mean something.",Here,8.658435,context
92,"Here, the word """"future"""" seemed to mean something.",",",2.371994,context
92,"Here, the word """"future"""" seemed to mean something.", the,4.2106214,context
92,"Here, the word """"future"""" seemed to mean something.", word,5.6971207,context
92,"Here, the word """"future"""" seemed to mean something."," """"",9.519904,context
92,"Here, the word """"future"""" seemed to mean something.",future,9.634573,context
92,"Here, the word """"future"""" seemed to mean something.","""""",0.065711424,context
92,"Here, the word """"future"""" seemed to mean something.", seemed,7.9225845,context
92,"Here, the word """"future"""" seemed to mean something.", to,0.40854827,context
92,"Here, the word """"future"""" seemed to mean something.", mean,3.345525,context
92,"Here, the word """"future"""" seemed to mean something.", something,3.894083,context
92,"Here, the word """"future"""" seemed to mean something.",.,4.4535174,context
93,"If we don't receive additional funding, we might have to close business.",If,6.3878193,context
93,"If we don't receive additional funding, we might have to close business.", we,2.580856,context
93,"If we don't receive additional funding, we might have to close business.", don,2.7935336,context
93,"If we don't receive additional funding, we might have to close business.",'t,0.031717803,context
93,"If we don't receive additional funding, we might have to close business.", receive,6.653049,context
93,"If we don't receive additional funding, we might have to close business.", additional,5.1149993,context
93,"If we don't receive additional funding, we might have to close business.", funding,1.002019,context
93,"If we don't receive additional funding, we might have to close business.",",",0.8234317,context
93,"If we don't receive additional funding, we might have to close business.", we,0.49828258,context
93,"If we don't receive additional funding, we might have to close business.", might,4.408868,context
93,"If we don't receive additional funding, we might have to close business.", have,0.83988,context
93,"If we don't receive additional funding, we might have to close business.", to,0.023448873,preverb
93,"If we don't receive additional funding, we might have to close business.", close,1.1404256,verb
93,"If we don't receive additional funding, we might have to close business.", business,9.094174,noun
93,"If we don't receive additional funding, we might have to close business.",.,3.3035846,context
94,Harry wasn't the type to turn tail., wasn,7.4505568,context
94,Harry wasn't the type to turn tail.,'t,0.34339693,context
94,Harry wasn't the type to turn tail., the,2.4259021,context
94,Harry wasn't the type to turn tail., type,4.3564777,context
94,Harry wasn't the type to turn tail., to,0.6919567,preverb
94,Harry wasn't the type to turn tail., turn,5.359631,verb
94,Harry wasn't the type to turn tail., tail,3.935629,noun
94,Harry wasn't the type to turn tail.,.,3.3907952,context
95,"Nowadays, to activate most ovens, you need to turn knobs.",Now,7.3212256,context
95,"Nowadays, to activate most ovens, you need to turn knobs.",adays,6.574538,context
95,"Nowadays, to activate most ovens, you need to turn knobs.",",",0.6952558,context
95,"Nowadays, to activate most ovens, you need to turn knobs.", to,5.8880606,preverb
95,"Nowadays, to activate most ovens, you need to turn knobs.", activate,9.783654,context
95,"Nowadays, to activate most ovens, you need to turn knobs.", most,6.4945536,context
95,"Nowadays, to activate most ovens, you need to turn knobs.", oven,10.841501,context
95,"Nowadays, to activate most ovens, you need to turn knobs.",s,0.06989921,context
95,"Nowadays, to activate most ovens, you need to turn knobs.",",",0.39760652,context
95,"Nowadays, to activate most ovens, you need to turn knobs.", you,0.50896156,context
95,"Nowadays, to activate most ovens, you need to turn knobs.", need,0.9141864,context
95,"Nowadays, to activate most ovens, you need to turn knobs.", to,0.57943964,context
95,"Nowadays, to activate most ovens, you need to turn knobs.", turn,3.9287071,context
95,"Nowadays, to activate most ovens, you need to turn knobs.", kn,6.353839,context
95,"Nowadays, to activate most ovens, you need to turn knobs.",obs,0.00027029653,context
95,"Nowadays, to activate most ovens, you need to turn knobs.",.,2.5233712,context
96,I wonder if some tail-less animals would want tails., wonder,8.178867,context
96,I wonder if some tail-less animals would want tails., if,0.8930908,context
96,I wonder if some tail-less animals would want tails., some,5.8652277,context
96,I wonder if some tail-less animals would want tails., tail,11.157954,context
96,I wonder if some tail-less animals would want tails.,-,3.0168123,context
96,I wonder if some tail-less animals would want tails.,less,5.067169,context
96,I wonder if some tail-less animals would want tails., animals,4.2920165,preverb
96,I wonder if some tail-less animals would want tails., would,4.0421743,verb
96,I wonder if some tail-less animals would want tails., want,6.231899,noun
96,I wonder if some tail-less animals would want tails., tails,1.8858283,context
96,I wonder if some tail-less animals would want tails.,.,1.540204,context
97,"Jonathan did not speak up, fearing he would rock the boat.",Jonathan,12.183824,context
97,"Jonathan did not speak up, fearing he would rock the boat.", did,6.029721,context
97,"Jonathan did not speak up, fearing he would rock the boat.", not,1.6907346,context
97,"Jonathan did not speak up, fearing he would rock the boat.", speak,4.1027517,context
97,"Jonathan did not speak up, fearing he would rock the boat.", up,5.018134,context
97,"Jonathan did not speak up, fearing he would rock the boat.",",",2.6306064,context
97,"Jonathan did not speak up, fearing he would rock the boat.", fearing,7.261247,context
97,"Jonathan did not speak up, fearing he would rock the boat.", he,1.7555112,context
97,"Jonathan did not speak up, fearing he would rock the boat.", would,0.54722303,preverb
97,"Jonathan did not speak up, fearing he would rock the boat.", rock,9.629351,verb
97,"Jonathan did not speak up, fearing he would rock the boat.", the,0.048808865,context
97,"Jonathan did not speak up, fearing he would rock the boat.", boat,0.1348098,noun
97,"Jonathan did not speak up, fearing he would rock the boat.",.,1.2633246,context
98,The explosion rocked the town., explosion,10.154575,preverb
98,The explosion rocked the town., rocked,6.1572385,verb
98,The explosion rocked the town., the,0.19080673,context
98,The explosion rocked the town., town,4.176073,noun
98,The explosion rocked the town.,.,1.7350204,context
99,The captain wants to paint his boat., captain,10.5885515,context
